"","AI2_1_D","AI2_1_M","AI2_2_D","AI2_2_M","AI2_3_D","AI2_3_M","AI2_7_D","AI2_7_M","AI2_9_D","AI2_9_M","AI2_12_D","AI2_12_M","AI4_1_D","AI4_1_M","AI4_5_D","AI4_5_M","AI4_6_D","AI4_6_M","AI4_7_D","AI4_7_M","AI4_8_D","AI4_8_M","AI4_9_D","AI4_9_M","AI4_10_D","AI4_10_M","AI6_2_D","AI6_2_M","AI6_4_D","AI6_4_M","AI6_5_D","AI6_5_M","AI6_6_D","AI6_6_M","AI6_10_D","AI6_10_M","AI6_11_D","AI6_11_M","AI6_12_D","AI6_12_M","AI7_1_D","AI7_1_M","AI7_2_D","AI7_2_M","AI7_3_D","AI7_3_M","AI7_4_D","AI7_4_M","AI7_5_D","AI7_5_M","AI7_10_D","AI7_10_M","AI7_11_D","AI7_11_M"
"ASV_841",0.00153087259738051,2.51698968034231e-05,0.00332322923329347,0.000588250338883347,0.00205849558281156,0.00127750630768739,0.00281505728314239,0,0.00270894258888718,0.00461425918631478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28979516001672e-05,0,0,0,0,0,0,9.2198343782479e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1",0,3.77548452051347e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109695384355751,0,0.00103691673433694,0.00111864042164139,0.00128366271762095,0.00025237461570229,0.0010634227304124,4.6564147934298e-05
"ASV_3",0.0959913817542666,0.0390762647873144,0.000528379543368837,0.000869587457479731,0.000200131514995569,0.000447127207690588,0.000405891980360065,0.00579896907216495,0.000338617823610897,0,0.00895522388059702,0.00195441698238018,0,0,0,0,0,0,0,0,0.000588877149834595,0,0.0426452410383189,0,0.000722145804676754,0,0.057599146071106,0.0161730728838479,0.000922225637872733,0.000441265270100794,0,0,0.00277919310760109,0.000797003267713398,0.000598539563465145,0,0.00224628692124585,0.00323249473495176,0.00173686495874946,0.000893512461307719,0.401343279963145,0.242860883987546,0,0.000486101904635645,0.00986973947895792,0.000492784230904611,0,0,0.0132425510650259,0.0146283747445412,0.0446072794373278,0.000825953287752948,0.675924407539369,0.706250072756481
"ASV_272",0,0,0,0,0,0,0,0,0.00292442665845775,0,0,0,0.00158290462999604,0.000812347684809098,0,0.000290838584585555,0.000649499503323909,0.000473346926886105,0.00153737389606455,0.00151171579743008,0.000536917401319778,0.000556052510697967,0.0015451174289246,0.021342049605845,0.0147867950481431,0.000481966423005864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210952662222597,0,0,0,0,0,0,0
"ASV_1530",0,0,0.0013070441335966,0.00145783779636308,0.00191554450067187,0.00261888793075916,0.00030114566284779,0,0.000246267508080653,0.00225085813966575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_5",0.298406758519022,0.310521016863831,0.00464417809171557,0.00273664288089209,0.00220144666495125,0.00194819711922328,0.274409165302782,0.32860824742268,0.000892719716792366,0.00787800348883012,0.467661691542289,0.775933609958506,0,0,0.639457717102768,0.5691226369365,0.00809964086498051,0.0048791144771337,0.0172477640748263,0.0164399092970522,0.0142283111349741,0.00302202451466286,0.0755562422744128,0.0223514708709863,0.0300206327372765,0.00232950437786168,0.0561622464898596,0.0862738920394875,0.0324642055352169,0.051093873380092,0.115807903951976,0.155970755483347,0.0221872249756821,0.0403814988974788,0.0422568931806392,0.0513091216216216,0.0197220639018339,0.0258109806866602,0.0606165870603561,0.0476114497239685,0.248797756350675,0.407489743067478,0.171302107418907,0.0226700251889169,0.187653879186945,0.280915170714537,0.51932326385959,0.527726589962371,0.390542819663939,0.127223835645907,0.583056989276068,0.581998806956362,0.0709014743809538,0.0527222564986089
"ASV_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038454143433955,0,0.00369507590971162,0.00242220215124394,0.00441083805923125,0,0,0,0,0,0,0.000438929013207773,0,0,0,0,0,0,0,0.00416198718372201,0.00150249679614654,0,0,0,0.000108397726744816,0,0,0,0,0,0
"ASV_399",0.00204116346317401,0.00040271834885477,0.00526989070886287,0.0176986623698816,0.00743345627126397,0.00833572865766025,0.00197708674304419,0.00451030927835052,0.00994305063875635,0.00967869000056272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_220",0.000680387821058003,0,0,0,0,0,0.00984615384615385,0.0038659793814433,0,0,0,0.00111251428227795,0,0,0.00379218809252939,0,0.000216499834441303,0,0,0,0.000571557233662989,0.000459347726228755,0,0,0.00139270976616231,0,0.00833401757122917,0,0.00122963418383031,0,0.0413956978489245,0.0175762499076878,0,0,0,0,0,0,0,0,0.000307127789407324,0.000349172170977973,0,0,0.0122387632407672,0.000563181978176698,0,0,0.000199887563245674,0,0,0,9.44160368123158e-05,0
"ASV_894",0.000396892895617168,0,0.00437998832003115,0.0048083071178291,0.00165823255282042,0.00182044648845454,0.00100818330605565,0,0.00206249038017547,0,0.0129353233830846,0.000300679535750797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1884",0,0,0.000611807892321811,0.000358065423668125,0.000314492380707322,0,0,0,0.00354009542865938,0.00540205953519779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3123",0,0,0.000403237019939375,0,0.000428853246419075,0,0.000196399345335516,0.00579896907216495,0.000800369401262121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434216239687364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1419",0,0,0,0,0,0,0,0,0,0,0,0,0.00145099591082971,0,0,3.23153982872839e-05,0.00149002827233132,0,0.0050834333935565,0,0.000891975682837695,0.000435171530111452,0.00293572311495674,0.0007690828686791,0.0077544704264099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2466",0,0,0.000278094496509914,0.000895163559170311,0.000743345627126397,0.000351314234614033,0.00172831423895254,0.0103092783505155,0.000615668770201632,0.00151932924427438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1816",0,0,0.00048666536889235,0.00744264559195887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1206",0,0,0.00169637642871048,0,0.0013437401721131,0.00198013477691546,0.00107364975450082,0.00644329896907216,0.00464829921502232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_5258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135479103374661,0,8.38386943520666e-05,0,0,0,0,0,0,0,0.000343648372280149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435175301748912,0,0.00530046856514732,0.000209020391100376,0.00106303151575788,0,0.00370559081013479,0.00188624106692171,0,0,0.00291682033057297,0.00220397368292165,0.00156317846287451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108990302657687,0,0,0,0,0,0.00239415825386058,0,0.000813021758809133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2480",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121852152721365,0,0,0.000127352843789002,0.000436935624817943,0.000336651218116324,0.00604686318972033,0.000632176940263609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1298",0,0,0.00125142523429461,0.00391314355865879,0.000972067358549904,0.00134138162307176,0.00124386252045827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000884963995938481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041511594617807,0,0,0,0.0014866637516397,0,0,0,3.47848556676953e-05,0
"ASV_3115",0,0,0,0,0,0,0,0,0.000615668770201632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170225577840567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475085934661711,0.000185795903200334,0,0,0.00316133215989624,0.000850136818894291,0,0,0.000427465048446039,0.000212234502799863,0,0.000382933911989023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1366",0,0,0.000570093717845324,0.00173917491495946,0.000972067358549904,0.00111781801922647,0.000824877250409165,0,0.000769585962752039,0,0,0,0.00435298773248912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87288863441168e-05,0,0,0,0,0,0,0,0,0
"ASV_2246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000566893424036281,0,0,0,0,0,0,0,0,0,0,0,0.000295399158112399,0,0,0.000119707912693029,0.00168918918918919,5.0290005699534e-05,6.53029239384193e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_637",0,0,0.00165466225423399,0,0.0013437401721131,0.00159688288460924,0,0,0,0,0,0,0,0,0,0.000161576991436419,0.000165558696925702,0,0.00143637853062965,0,0.000597537107920398,0.000217585765055726,0,0,0.00196011004126547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420841683366733,0.000225272791270679,0.000970382246223947,0.000387134738374344,0.00126179024298832,0,0,0,0,0
"ASV_1040",0,0,0.000375427570288384,0.00166244660988772,0.000914886925694027,0,0,0,0.00123133754040326,0,0,0,0,0,0,0,0.000585823081429408,0,0.000561085363527207,0.00170068027210884,0.000467637736633355,0,0,0,0.00144429160935351,0,0.00303801625749241,0,0.00155567355075501,0,0,0,0.00181805549122238,0,0,0,0.000963891775907735,0.000555074853476564,0.00199739470256188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106741111749733,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04115512378058e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1902",0,0,0.00123752050946912,0.00171359881326888,0.00200131514995569,0.00124556864999521,0.000497545008183306,0,0,0.000956614709357943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1053",0,0,0.00216913707277733,0,0.00257311947851445,0,0.00212111292962357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294366971280589,0,0.00150075037518759,0,0.00209597480198249,0.00255041045668287,0,0,0.0008381667616589,0.00106117251399931,0.00130264871906209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2977",0,0.000201359174427385,0,0,0,0,7.85597381342062e-05,0,0.00218562413421579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412654745529574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1444",0,0,0.000417141744764871,0,0,0,0,0,0.0125596429121133,0.00174441505824095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432999668882606,0,0.000269320974493059,0,0.000112579455115437,0,0,0,0.0240199449793673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1435",0,0,0.00187713785144192,0.00739149338857771,0.000771935843554336,0.000351314234614033,6.54664484451719e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1881",0,0,0.00125142523429461,0.000920739660860892,0.00142951082139692,0.00099006738845773,0.000445171849427169,0,0.000708019085731876,0.000844071802374655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130415746769881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1331",0,0,0.000375427570288384,0.000485945932121026,0.000628984761414644,0,0.000104746317512275,0,0.00126212097891334,0.000731528895391368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1653",0,0,0.000736950415751272,0,0.000457443462847014,0.000287438919229664,0,0,0.000338617823610897,0,0,0,0,0,0,0,0,0,0.00013466048724653,0,0,0,0,0,0,0,0.00078003120124805,0,0.0010805876160933,0,0,0,0,0,0,0,0.00129915848057129,0.000604052046430379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1600",0,0,0.00312856308573653,0.00150898999974424,0.000829116276410212,0.000383251892306218,0.000340425531914894,0,0.0031706941665384,0,0,0.000300679535750797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070424503255736,0.000209020391100376,0.000500250125062531,0,0.00208439483070082,0.00395844956297654,0,0,0.000100580011399068,0,0.00217108119843682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_352",0,0,0.038849801162435,0.00248088186398629,0.00234439774709095,0.000894254415381176,0.000353518821603928,0.00515463917525773,0.00126212097891334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_995",0,0,0,0,0,0,0,0,0,0,0,0,0.00184672206832872,0,0,0.000565519470027468,0.00103155803469091,0.00127439557238567,0.00140271340881802,0,0.000597537107920398,0.000676933491284481,0.00556242274412855,0.0007690828686791,0.00364511691884457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030060120240481,0,0,0,0,0,0,0,0,0
"ASV_1937",0,0,0.000152951973080453,0,0,0,0,0,0.000430968139141142,0,0,0,0,0,0,0,0.000496676090777107,0,0.000931401703455164,0,0,0,0,0,0.0031980742778542,0.00080327737167644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_263",0.000226795940352668,0,0.000653522066798298,0.000485945932121026,0.00034308259713526,0.00198013477691546,0.000405891980360065,0,0.00963521625365553,0.00292611558156547,0,0.000180407721450478,0,0,0.000663632916192643,0,0,0,0.00206479413778012,0,0.000848675892408681,0,0,0.00447029417419727,0.000343878954607978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171772115659891,0,0,0,0,0,0,0,0,0
"ASV_436",0,0,0,0,0,0,0,0,0,0,0,0,0.0135865980741327,0.00406173842404549,0,0.000145419292292778,0.00241970403199103,0.000582580833090591,0.00677791119140866,0.00585789871504157,0.00578485200131631,0.000652757295167178,0.00664400494437577,0.00192270717169775,0.012843878954608,0.00176721021768817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04115512378058e-05,0,0,0,8.58860578299456e-05,0,0,0,0,0,0,0,0,0
"ASV_252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242469307426835,0.000657607588675183,0,0,0.00143859146865159,0,0,0.000418105517444291,0,0,0,0,2.48463254769252e-05,0
"ASV_489",0.00119067868685151,0,0.00397675130009177,0.00547328576178419,0.00182977385138805,0.00191625946153109,0.00176759410801964,0.00515463917525773,0.00874249653686317,0.00815936075628833,0,0.000420951350051116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104751651293392,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3845",0,0,9.73330737784699e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186308209671259,0,0,0,0,0,0,0.00105574324324324,5.8671673316123e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000460691684110986,4.65562894637297e-05,0,0,0.00172487832808474,0.000168954593453009,0.000421905324445194,0.000201310063954659,0.000299831344868511,0,0,0,5.46619160492355e-05,0
"ASV_4615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321239606953893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81953618296622e-05,0,0,0,0,0,0,0,0.000193610842207164,0,0,0,0
"ASV_571",0,0,0.000125142523429461,0,0,0,0,0,0,0,0,0,0,0,0,0.000145419292292778,0.000878734622144112,0.000655403437226915,0.0043989092500533,0,0.00307428512046002,0,0.00139060568603214,0.00115362430301865,0.000601788170563962,0,0.00234009360374415,0,0.00149978108785364,0,0.0011255627813907,0,0.00254759368196767,0.000345368082675806,0.000997565939108575,0,0.00142488349482013,0.000636703508399589,0,0,0,0,0,0,7.1571714858288e-05,0,0,0,0,0,0,0,0,0
"ASV_300",0.00119067868685151,3.77548452051347e-05,0.0126672043160266,0.00570347067699941,0.00440289332990251,0.0056849030692089,0.000798690671031097,0,0.0114206556872403,0.00832817511676327,0.00398009950248756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164217094999589,0,0.00179787422332765,0.000534163221700961,0.00212606303151576,0,0.000995877530223725,0.00265667755904466,0,0,0.00424112381399403,0.00155094444353746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_287",0,0,0.00577046080258072,0.00598480779559579,0.00400263029991137,0.00386445658075437,0.00353518821603928,0,0.0105279359704479,0.00984750436103765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1981",0,0,0.00058399844267082,0,0,0,3.92798690671031e-05,0,0.000338617823610897,0.00123797197681616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_257",0,0,0.00175199532801246,0.00112534847438553,0.00160105211996455,0.00182044648845454,0.00030114566284779,0,0.00197014006464522,0.00562714534916437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141226701699647,0,0.00651147192801051,0.00106832644340192,0.00362681340670335,0.00157546217659946,0.00684376302746769,0.0058181238543078,0.000678344838593831,0,0.0131843631608945,0.00244885964769073,0.00165002171081198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353054057327036,0.00304240791490548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216499834441303,0,0.000763076094397002,0.00396825396825397,0.000190519077887663,0.000241761961173029,0.00108158220024722,0.00173043645452798,0.00450481430536451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2299",0.000226795940352668,0,0.000834283489529742,0.000383641525358705,0.00105783800783372,0.000159688288460924,0.000811783960720131,0,0,0.00303865848854876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2337",0,0,0,0,0.000114360865711753,0,0,0,0,0,0,0,0,0,0,0,0.00113344030972212,0,0.000819184630749722,0.000755857898715042,0.000251138784488283,0,0.00200865265760198,0,0.000670563961485557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110414915565065,0.00112875036411302,0,0.00132275132275132,0.000320418449174706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841612611872896,0,0.0128552664673169,0.000836081564401505,0.00712856428214107,0,0.0128306081800917,0.00191280784251215,0,0,0.0107452978844671,0.000995869590060895,0.00677377333912288,0,0,0,0,0,0,0,0,0.000170339284884711,0,0,0,0,0,0
"ASV_7375",0,0,0.000264189771684418,0,0.000371672813563199,0.000479064865382773,0,0,0,0.00450171627933149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_3801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509072994498727,0,0,0,0,0.000196932772074933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_2399",0,0,0.000931616563308212,0.000588250338883347,0.00114360865711753,0.000255501261537479,0,0,0.00156995536401416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_818",0,6.29247420085578e-05,0.00145999610667705,0.00276221898258267,0.00211567601566744,0.00594040433074638,0.000916530278232406,0,0.000738802524241958,0.00264475831410725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011172738518016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_713",0.000680387821058003,0.000176189277623962,0.038877610612086,0.00171359881326888,0.00243016839637476,0,0.000117839607201309,0,0.00538710173926428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1068",0,0,0,0,0,0,0.000196399345335516,0,0,0,0,0,0.00237435694499406,0,0,0,0.000203764550062403,0,0.00656469875326832,0,0.000320418449174706,0,0,0,0.00120357634112792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_226",0,0,0.00635445924525154,0.00731476508350597,0.0128941876090002,0.0149787614576347,0.00257937806873977,0,0.0107742034785286,0.00956614709357943,0.017910447761194,0.0014733297251789,0.036802532647408,0,0.00597269624573379,0,0.00133720485978452,0,0.00515076363717976,0,0.00155013249735871,0,0,0,0.00955983493810179,0,0.00295590770999261,0,0.00262694575636475,0.000278693854800502,0.00187593796898449,0.000590798316224799,0.00150539626661726,0.00138147233070322,0,0,0.00172662352901733,0.000783635087261032,0,0,0,0,0,0,0.00171772115659891,0,0.000928191713779428,0.000851696424423556,0.000787057280279843,0,0.000120343379776964,0,0,0
"ASV_1116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243161094224924,0,0,0,0,0,0.000171772115659891,0,0,0,0,0,0,0,0,0
"ASV_861",0,0,0.00058399844267082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459807865998851,0.000472589792060492,0.00149978108785364,0.000418040782200752,0,0,0.000833757932280328,0,0,0,0.00271566030777484,0.00111014970695313,0.00225792444637429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_206",0.00413902591143619,0,0.0190355682861036,0.0163431289802808,0.021785744918089,0.0203442879499218,0.00551227495908347,0.0180412371134021,0.0223487763583192,0.017838050756851,0,0,0,0,0,0,0.00203764550062403,0,0.00924668679092837,0,0,0.000797814471870996,0,0,0.00424690508940853,0,0,0,0.0015836197822057,0,0,0,0.00110009727175877,0.00143460588188412,0,0,0.00201160022798136,0,0,0,0,0,0,0,0.0018894932722588,0,0,0,0,0,0,0,0,0
"ASV_696",0.00073708680614617,0,0.00364303790427987,0.0014322616946725,0.00363095748634817,0.00415189549998403,0.000772504091653028,0,0.00221640757272587,0.00258848686061561,0,0,0,0,0,0,0,0,0,0.000566893424036281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1989",0,0,0,0,0,0,0.00104746317512275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138133409676496,0,0,0,0,0,0,0,0,0
"ASV_3187",0,0,0.000514474818543341,0.00148341389805366,0,0.000511002523074958,0,0,0.000769585962752039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1414",0.000283494925440835,0,0.00105675908673767,0.00191820762679352,0.000972067358549904,0.00143719459614832,0.00106055646481178,0,0.001508388486994,0.00112542906983287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
